Trn# (Internal - Atual);Deal Original;Trn# (External);Counterpart;Status (LIVE/MKT_OP/DEAD);Desc: Complete Trn.Type(Sum);Trn.Date;Date: Period calc. start;Date: Period calc. end;Date: Period expiry date;Nominal amount (Leg 1);IRD: Leg 1 currency;RT:Current Capital(1st leg);RT:Fix/Var rate (1st leg);RT:Pay/Rec(1st leg,FixRate);RT:Main convention(1st leg);RT:Main fix.freq (1st leg);RT:Main index(1st leg);RT:Main margin(1st leg);RT:Main rate(1st leg);RT:Curr.rate(1st leg);RT:Curr.fixing date(1st leg);RT:Curr.calc1 date(1st leg);RT:Curr.paymnt date(1st leg);RT:Prev.amount(1st leg);RT:Curr.amount(1st leg);RT:Accrual(1st leg);RT:Next fixing date(1st leg);RT:Next calc1 date(1st leg);RT:Interest first exact period flag (1st leg) (Y/N);RT:Interest last exact period flag (1st leg) (Y/N);RT:Principal exchange flag (1st leg) (Y/N);Nominal amount (2nd Leg);IRD: Leg 2 currency;RT:Current Capital(2nd leg);RT:Fix/Var rate (2nd leg);RT:Pay/Rec(2nd leg,FixRate);RT:Main convention(2nd leg);RT:Main fix.freq (2nd leg);RT:Main index(2nd leg);RT:Main margin(2nd leg);RT:Main rate(2nd leg);RT:Curr.rate(2nd leg);RT:Curr.fixing date(2nd leg);RT:Curr.calc1 date(2nd leg);RT:Curr.paymnt date(2nd leg);RT:Prev.amount(2nd leg);RT:Curr.amount(2nd leg);RT:Accrual(2nd leg);RT:Next fixing date(2nd leg);RT:Next calc2 date(2nd leg);RT:Interest first exact period flag (2nd leg) (Y/N);RT:Interest last exact period flag (2nd leg) (Y/N);RT:Principal exchange flag (2nd leg) (Y/N);BUY/SELL;Call/Put;American/European (A/E);Strike;PL currency;Discounted market value;Portfolio;Barrier Value;ZCliente;Número da estrutura;Código do Contrato Assinado;Código do Documento;Counterpart_Shortname;Ficticia;Ref Contract;Conta;cempresa;Proposta;Consumo;Produto;Sub Produto;UTI;Cap;Floor;Caract Mx
38295709;17868787;17836694;BANCO SANTANDER SA;Live;Swap;12-02-2018;12-02-2018;12-02-2030;12-02-2030;2154000;EUR;1199353.49;Floating;Loan;30/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.278;0;10-02-2025;12-02-2025;12-08-2025;22863.62;0;;08-08-2025;12-08-2025;N;Y;N;2154000;EUR;1199353.49;Fixed;Borrower;30/360 Linear;6M;;0;1.1;1.1;;12-02-2025;12-08-2025;7210.43;0;;;12-08-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;14407;14407.001;DR0346515;BSTE;;;05800044;31;;69928.92105;101;IGS;1030266796SAN00000000000000000001653495521;;;IRD_IRS
38294708;17921107;17921107;BANCO SANTANDER SA;Live;Swap;22-02-2018;22-02-2018;22-06-2032;22-06-2032;3100000;EUR;1623809.6;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.273;0;20-02-2025;22-02-2025;24-03-2025;4662.66;0;;20-02-2025;22-03-2025;N;N;N;3100000;EUR;1623809.6;Fixed;Borrower;30/360 Linear;1M;;0;1.23;1.23;;22-02-2025;24-03-2025;1683.32;0;;;22-03-2025;N;N;N;;;;;EUR;;ST_ALM_TF_COB;;3686;14453;14453.001;DR0345907;BSTE;;;05800044;31;;112295.22313;101;IGS;1030266796SAN00000000000000000001655765521;;;IRD_IRS
51766745;17943815;1900196349;BANCO SANTANDER SA;Live;Swap;30-01-2017;24-02-2017;20-10-2025;20-10-2025;20000000;EUR;42969000;Fixed;Loan;Actual/360 Linear;6M;;0;0;0;;24-02-2025;25-08-2025;0;0;;;25-08-2025;N;Y;N;20000000;EUR;42969000;Fixed;Borrower;Actual/360 Linear;12M;;0;1.65845;1.65845;;24-02-2025;20-10-2025;720537.37;0;;;24-02-2025;N;N;N;;;;;EUR;;ST_ALM_SEG_RT;;3686;13396;13396.002;DR0343779;BSTE;;13396.002;05800044;31;;0;101;IGN;1030266796SAN00000000000000000001565819721;;;IRD_IRS
38438297;18044946;17617836;BANCO SANTANDER SA;Live;Swap;09-03-2018;02-02-2009;31-12-2029;31-12-2029;1165710.08;EUR;17460127.39;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.271;2.577;27-12-2024;31-12-2024;30-06-2025;339341.4;226223.6;;26-06-2025;30-06-2025;N;Y;N;1165710.08;EUR;17460127.39;Fixed;Borrower;Actual/360 Linear;6M;;0;4.22;4.22;;31-12-2024;30-06-2025;389983.85;226223.6;;;30-06-2025;N;Y;N;;;;;EUR;;POP_DERIV1;;3686;P14230;P14230.003;DR0336709;BSTE;;;05800044;31;;63186.95499;101;IGS;1030266796SAN00000000000000000001659186821;;;IRD_IRS
38257553;18045259;17618481;BANCO SANTANDER SA;Live;Swap;09-03-2018;15-12-2010;15-06-2032;15-06-2032;7216439.9;EUR;28551583.33;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.273;2.656;12-12-2024;16-12-2024;16-06-2025;572226.57;383377.97;;12-06-2025;16-06-2025;N;Y;N;7216439.9;EUR;28551583.33;Fixed;Borrower;Actual/360 Linear;6M;;0;4.079;4.079;;16-12-2024;16-06-2025;623593.96;383377.97;;;16-06-2025;N;Y;N;;;;;EUR;;POP_DERIV1;;3686;P14231;P14231.003;DR0336710;BSTE;;;05800044;31;;349096.39834;101;IGS;1030266796SAN00000000000000000001659185821;;;IRD_IRS
38360538;18056955;18056955;BANCO SANTANDER SA;Live;Swap;12-03-2018;12-03-2018;12-03-2025;12-03-2025;1000000;EUR;37746.94;Floating;Loan;30/360 Linear;3M;EURIBOR-EURIBOR-6M;0;-.272;3.293;10-09-2024;12-12-2024;12-03-2025;620.22;310.75;;;;N;Y;N;1000000;EUR;37746.94;Fixed;Borrower;30/360 Linear;3M;;0;.66;.66;;12-12-2024;12-03-2025;124.31;310.75;;;12-12-2024;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;14518;14518.001;DR0346871;BSTE;;;05800044;31;;248.92739;101;IGS;1030266796SAN00000000000000000001659850121;;;IRD_IRS
38295018;18256089;18255875;BANCO SANTANDER SA;Live;Swap;05-04-2018;30-03-2018;30-12-2031;30-12-2031;4854006.04;EUR;2471130.49;Floating;Loan;30/360 Linear;3M;EURIBOR-EURIBOR-6M;0;-.271;3.162;26-09-2024;30-12-2024;31-03-2025;20231.94;19534.29;;27-03-2025;30-03-2025;N;N;N;4854006.04;EUR;2471130.49;Fixed;Borrower;30/360 Linear;3M;;0;1.125;1.125;;30-12-2024;31-03-2025;7198.27;19534.29;;;30-03-2025;N;N;N;;;;;EUR;;ST_ALM_TF_COB;;3686;14611;14611.001;DR0346020;BSTE;;;05800044;31;;166875.50313;101;IGS;1030266796SAN00000000000000000001665223021;;;IRD_IRS
38224706;18335612;18324256;BANCO SANTANDER SA;Live;Swap;12-04-2018;12-04-2018;12-04-2028;12-04-2028;700000;EUR;243568.85;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.271;3.055;10-10-2024;12-02-2025;12-03-2025;635.66080012;620.08569729;;10-10-2024;12-03-2025;N;Y;N;700000;EUR;243568.85;Fixed;Borrower;30/360 Linear;1M;;0;.85;.85;;12-02-2025;12-03-2025;176.86;620.08569729;;;12-03-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686; 14634;14634.001;DR0345903;BSTE;;;05800044;31;;7609.38331;101;IGS;1030266796SAN00000000000000000001667004821;;;IRD_IRS
38360454;18383929;18383856;BANCO SANTANDER SA;Live;Swap;19-04-2018;17-04-2018;17-04-2025;17-04-2025;750000;EUR;33028.99;Floating;Loan;30/360 Linear;3M;EURIBOR-EURIBOR-6M;0;-.271;3.057;15-10-2024;17-01-2025;17-04-2025;503.62;252.42405608;;;;N;Y;N;750000;EUR;33028.99;Fixed;Borrower;30/360 Linear;3M;;0;.575;.575;;17-01-2025;17-04-2025;94.73;252.42405608;;;17-01-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;14671;14671.001;DR0346428;BSTE;;;05800044;31;;204.88338;101;IGS;1030266796SAN00000000000000000001668407221;;;IRD_IRS
15741618;18773925;18773925;FUNDACAO ALFREDO DE SOUSA;Live;Swap;01-06-2018;11-06-2018;15-11-2028;15-11-2028;12000000;EUR;5418000;Fixed;Loan;Actual/360 Linear;6M;;0;.9325;.9325;;15-11-2024;15-05-2025;26692.13;25401.77;;;15-05-2025;N;Y;N;12000000;EUR;5418000;Floating;Borrower;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.269;2.779;13-11-2024;15-11-2024;15-05-2025;108772.21;25401.77;;13-05-2025;15-05-2025;N;Y;N;;;;;EUR;;ST_GV_BTBPRJFIN;;7401375790;14812;14812.001;DR0342482;00FADU;;;05284370;31;10739263;24793.36991;101;INS;URJH9VSI58SAN00000000000000000000541102810;;;IRD_IRS
38258624;18774440;18773925;BANCO SANTANDER SA;Live;Swap;01-06-2018;11-06-2018;15-11-2028;15-11-2028;12000000;EUR;5418000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.269;2.779;13-11-2024;15-11-2024;15-05-2025;108772.21;75701.35;;13-05-2025;15-05-2025;N;Y;N;12000000;EUR;5418000;Fixed;Borrower;Actual/360 Linear;6M;;0;.9325;.9325;;15-11-2024;15-05-2025;26692.13;75701.35;;;15-05-2025;N;Y;N;;;;;EUR;;ST_GV_BTBPRJFIN;;3686;14812;14812.002;DR0337195;BSTE;;;05800044;31;;272637.3396;101;IGS;1030266796SAN00000000000000000001681195821;;;IRD_IRS
15741044;18774526;18774526;FUNDACAO ALFREDO DE SOUSA;Live;Swap;01-06-2018;11-06-2018;15-11-2028;15-11-2028;2250000;EUR;1021500;Fixed;Loan;Actual/360 Linear;6M;;0;1.116;1.116;;15-11-2024;15-05-2025;6035.83;5731.64;;;15-05-2025;N;Y;N;2250000;EUR;1021500;Floating;Borrower;Actual/360 Linear;6M;EURIBOR-EURIBOR-1Y;0;-.18;3.654;13-05-2024;15-11-2024;15-05-2025;19762.48;5731.64;;13-05-2025;15-05-2025;N;Y;N;;;;;EUR;;ST_GV_BTBPRJFIN;;7401375790;14813;14813.001;DR0342435;00FADU;;14813.001;05284370;31;;4462.13158;101;INN;URJH9VSI58SAN00000000000000000000541105710;;;IRD_IRS
38258659;18790432;18774526;BANCO SANTANDER SA;Live;Swap;01-06-2018;11-06-2018;15-11-2028;15-11-2028;2250000;EUR;1021500;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-1Y;0;-.18;3.654;13-05-2024;15-11-2024;15-05-2025;19762.48;18766.49;;13-05-2025;15-05-2025;N;Y;N;2250000;EUR;1021500;Fixed;Borrower;Actual/360 Linear;6M;;0;1.116;1.116;;15-11-2024;15-05-2025;6035.83;18766.49;;;15-05-2025;N;Y;N;;;;;EUR;;ST_GV_BTBPRJFIN;;3686;14813;14813.002;DR0337196;BSTE;;14813.002;05800044;31;;53582.6958;101;IGN;1030266796SAN00000000000000000001680975621;;;IRD_IRS
38223517;19012334;19011672;BANCO SANTANDER SA;Live;Swap;28-06-2018;27-06-2018;27-06-2028;27-06-2028;7500000;EUR;4677296.83;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.269;2.612;23-12-2024;27-01-2025;27-02-2025;10265.78;10180.91609997;;23-12-2024;27-02-2025;N;Y;N;7500000;EUR;4677296.83;Fixed;Borrower;30/360 Linear;1M;;0;.98;.98;;27-01-2025;27-02-2025;3851.63;10180.91609997;;;27-02-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;14906;14906.001;DR0345708;BSTE;;;05800044;31;;252492.34452;101;IGS;1030266796SAN00000000000000000001690611321;;;IRD_IRS
38323682;19064494;19064492;BANCO SANTANDER SA;Live;Swap;04-07-2018;04-07-2018;04-07-2028;04-07-2028;10000000;GBP;3500000;Floating;Loan;30/360 Linear;6M;LONDON CLOSING-SONIA FB6M-SPT;0;.8065;0;01-07-2025;04-01-2025;04-07-2025;105040;0;;29-12-2025;04-07-2025;N;Y;N;10000000;GBP;3500000;Fixed;Borrower;30/360 Linear;6M;;0;1.465;1.465;;04-01-2025;04-07-2025;29300;0;;;04-07-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;14923;14923.001;DR0345710;BSTE;;;05800044;31;;301126.55925;101;IGS;1030266796SAN00000000000000000001692505621;;;IRD_IRS
38325153;19146337;19146337;BANCO SANTANDER SA;Live;Swap;16-07-2018;13-07-2018;15-11-2026;15-11-2026;1498767.51;EUR;352651.24;Floating;Loan;30/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.271;2.779;13-11-2024;15-11-2024;15-05-2025;8375.47;4900.09;;13-05-2025;15-05-2025;N;Y;N;1498767.51;EUR;352651.24;Fixed;Borrower;30/360 Linear;6M;;0;.581;.581;;15-11-2024;15-05-2025;1280.56;4900.09;;;15-05-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;14952;14952.001;DR0346139;BSTE;;;05800044;31;;10155.48437;101;IGS;1030266796SAN00000000000000000001695830821;;;IRD_IRS
38360187;19243686;19243686;BANCO SANTANDER SA;Live;Swap;27-07-2018;26-07-2018;26-07-2025;26-07-2025;739000;EUR;52786.42;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.269;2.586;23-01-2025;26-01-2025;26-02-2025;187.42;113.75;;23-01-2025;26-02-2025;N;Y;N;739000;EUR;52786.42;Fixed;Borrower;30/360 Linear;1M;;0;.49;.49;;26-01-2025;26-02-2025;25.15;113.75;;;26-02-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;14983;14983.001;DR0346425;BSTE;;;05800044;31;;322.24018;101;IGS;1030266796SAN00000000000000000001699364121;;;IRD_IRS
38295736;19361943;19358402;BANCO SANTANDER SA;Live;Swap;13-08-2018;12-08-2018;12-02-2030;12-02-2030;746000;EUR;414163.09;Floating;Loan;30/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.266;0;10-02-2025;12-02-2025;12-08-2025;7897.92;0;;08-08-2025;12-08-2025;N;Y;N;746000;EUR;414163.09;Fixed;Borrower;30/360 Linear;6M;;0;.96;.96;;12-02-2025;12-08-2025;2173.74;0;;;12-08-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15013;15013.001;DR0346517;BSTE;;;05800044;31;;25668.83557;101;IGS;1030266796SAN00000000000000000001703809921;;;IRD_IRS
38360151;19405386;19405334;BANCO SANTANDER SA;Live;Swap;21-08-2018;20-08-2018;20-08-2025;20-08-2025;1000000;EUR;71428.72;Floating;Loan;30/360 Linear;3M;EURIBOR-EURIBOR-6M;0;-.266;0;18-02-2025;20-02-2025;20-05-2025;901.88;0;;18-02-2025;20-05-2025;N;Y;N;1000000;EUR;71428.72;Fixed;Borrower;30/360 Linear;3M;;0;.51;.51;;20-02-2025;20-05-2025;136.61;0;;;20-05-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15023;15023.001;DR0346516;BSTE;;;05800044;31;;1382.22515;101;IGS;1030266796SAN00000000000000000001705276721;;;IRD_IRS
38225012;19444877;19444877;BANCO SANTANDER SA;Live;Swap;28-08-2018;15-08-2018;15-08-2028;15-08-2028;12506926.95;EUR;6540667.34;Floating;Loan;30/360 Linear;3M;EURIBOR-EURIBOR-6M;0;-.266;0;13-02-2025;15-02-2025;15-05-2025;58399.61;0;;13-02-2025;15-05-2025;N;Y;N;12506926.95;EUR;6540667.34;Fixed;Borrower;30/360 Linear;3M;;0;.88;.88;;15-02-2025;15-05-2025;14935.09;0;;;15-05-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15031;15031.001;DR0346149;BSTE;;;05800044;31;;357448.10608;101;IGS;1030266796SAN00000000000000000001706407921;;;IRD_IRS
38295677;19575236;19575236;BANCO SANTANDER SA;Live;Swap;14-09-2018;14-09-2018;14-09-2030;14-09-2030;3000000;EUR;1966143.14;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.269;3.265;12-09-2024;14-02-2025;14-03-2025;5389.46;5349.55;;12-03-2025;14-03-2025;N;Y;N;3000000;EUR;1966143.14;Fixed;Borrower;30/360 Linear;1M;;0;1.09;1.09;;14-02-2025;14-03-2025;1799.24;5349.55;;;14-03-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15087;15087.001;DR0345908;BSTE;;;05800044;31;;163588.00907;101;IGS;1030266796SAN00000000000000000001711466321;;;IRD_IRS
38295655;19689709;19689709;BANCO SANTANDER SA;Live;Swap;01-10-2018;28-09-2018;28-09-2030;28-09-2030;1800000;EUR;979036.99;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.267;3.162;26-09-2024;28-01-2025;28-02-2025;2615.46;2579.76;;26-09-2024;28-02-2025;N;Y;N;1800000;EUR;979036.99;Fixed;Borrower;30/360 Linear;1M;;0;1;1;;28-01-2025;28-02-2025;827.15;2579.76;;;28-02-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15172;15172.001;DR0345703;BSTE;;;05800044;31;;54313.91069;101;IGS;1030266796SAN00000000000000000001715976321;;;IRD_IRS
38259482;19876799;19876799;BANCO SANTANDER SA;Live;Swap;25-10-2018;25-10-2019;27-10-2031;27-10-2031;14000000;EUR;9450000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.351;2.972;23-10-2024;25-10-2024;25-04-2025;193547;141987.3;;23-04-2025;25-04-2025;N;Y;N;14000000;EUR;9450000;Fixed;Borrower;Actual/360 Linear;6M;;0;1.48;1.48;;25-10-2024;25-04-2025;74518.62;141987.3;;;25-04-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_CRPCB;;3686;15286;15286.001;DR0346021;BSTE;;;05800044;31;;786348.605;101;IGS;1030266796SAN00000000000000000001722329021;;;IRD_IRS
38293681;19915341;19915341;BANCO SANTANDER SA;Live;Swap;30-10-2018;30-10-2018;30-10-2033;30-10-2033;8400000;EUR;5987445.67;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.259;2.905;28-10-2024;30-01-2025;28-02-2025;14582.44155754;13528.30085549;;28-10-2024;28-02-2025;N;Y;N;8400000;EUR;5987445.67;Fixed;Borrower;30/360 Linear;1M;;0;1.23;1.23;;30-01-2025;28-02-2025;6174.32;13528.30085549;;;28-02-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15305;15305.001;DR0345603;BSTE;;;05800044;31;;705094.11607;101;IGS;1030266796SAN00000000000000000001723905321;;;IRD_IRS
38322656;19935992;19924803;BANCO SANTANDER SA;Live;Swap;31-10-2018;31-10-2018;31-10-2028;31-10-2028;1000000;EUR;399900.31;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.259;2.886;29-10-2024;31-01-2025;28-02-2025;982.2809802;897.64289585;;29-10-2024;28-02-2025;N;Y;N;1000000;EUR;399900.31;Fixed;Borrower;30/360 Linear;1M;;0;.76;.76;;31-01-2025;28-02-2025;258.67;897.64289585;;;28-02-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15312;15312.001;DR0345706;BSTE;;;05800044;31;;15368.13629;101;IGS;1030266796SAN00000000000000000001724103921;;;IRD_IRS
38322684;19929381;19929125;BANCO SANTANDER SA;Live;Swap;31-10-2018;31-10-2018;31-10-2028;31-10-2028;18263990.91;EUR;7305596.43;Floating;Loan;30/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.259;2.886;29-10-2024;31-10-2024;30-04-2025;157595.41;105419.76;;28-04-2025;30-04-2025;N;Y;N;18263990.91;EUR;7305596.43;Fixed;Borrower;30/360 Linear;6M;;0;.737;.737;;31-10-2024;30-04-2025;30286.26;105419.76;;;30-04-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15313;15313.001;DR0346146;BSTE;;;05800044;31;;324933.06684;101;IGS;1030266796SAN00000000000000000001724391321;;;IRD_IRS
38259269;20104395;20095514;BANCO SANTANDER SA;Live;Swap;23-11-2018;23-11-2018;23-11-2033;23-11-2033;25000000;EUR;15290625;Floating;Loan;Actual/360 Linear;3M;EURIBOR-EURIBOR-6M;0;-.257;2.778;21-11-2024;24-02-2025;23-05-2025;110248.02;103833.5375;;21-05-2025;23-05-2025;N;Y;N;25000000;EUR;15290625;Fixed;Borrower;Actual/360 Linear;3M;;0;.2;1.5;;24-02-2025;23-05-2025;59529.17;103833.5375;;;23-05-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_CRPCB;;3686;15411;15411.001;DR0345912;BSTE;;;05800044;31;;1283345.53624;101;IGS;1030266796SAN00000000000000000001730244121;;;IRD_IRS
38260846;20169805;20169805;BANCO SANTANDER SA;Live;Swap;04-12-2018;04-12-2018;04-12-2030;04-12-2030;15000000;EUR;9150000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.251;2.675;02-12-2024;04-12-2024;04-06-2025;183469.89;123741.04;;02-06-2025;04-06-2025;N;Y;N;15000000;EUR;9150000;Fixed;Borrower;Actual/360 Linear;6M;;0;1.2;1.2;;04-12-2024;04-06-2025;58788.75;123741.04;;;04-06-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_CRPCB;;3686;15435;15435.001;DR0346429;BSTE;;;05800044;31;;737436.1149;101;IGS;1030266796SAN00000000000000000001733964721;;;IRD_IRS
38225059;20240839;20240354;BANCO SANTANDER SA;Live;Swap;13-12-2018;12-12-2018;12-12-2033;12-12-2033;550020;EUR;351868.04;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.245;2.655;10-12-2024;12-02-2025;12-03-2025;784.96006463;778.5080385;;10-12-2024;12-03-2025;N;Y;N;550020;EUR;351868.04;Fixed;Borrower;30/360 Linear;1M;;0;1.1;1.1;;12-02-2025;12-03-2025;325.22;778.5080385;;;12-03-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15462;15462.001;DR0345607;BSTE;;;05800044;31;;33320.71589;101;IGS;1030266796SAN00000000000000000001735857221;;;IRD_IRS
38325464;20362328;20362328;BANCO SANTANDER SA;Live;Swap;03-01-2019;03-01-2019;05-01-2026;05-01-2026;18058256.43;EUR;1553398.06;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.237;2.568;31-12-2024;03-01-2025;03-07-2025;80304.98;20056.44;;01-07-2025;03-07-2025;N;Y;N;18058256.43;EUR;1553398.06;Fixed;Borrower;Actual/360 Linear;6M;;0;.405;.405;;03-01-2025;03-07-2025;8842.72;20056.44;;;03-07-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15535;15535.001;DR0346355;BSTE;;;05800044;31;;37431.02719;101;IGS;1030266796SAN0000000000000000001742420421M;;;IRD_IRS
38224208;20522865;20522865;BANCO SANTANDER SA;Live;Swap;25-01-2019;25-01-2019;25-01-2026;25-01-2026;9500000;EUR;1692307.95;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.237;2.586;23-01-2025;25-02-2025;25-03-2025;3978.46;3646.92363225;;23-01-2025;25-03-2025;N;Y;N;9500000;EUR;1692307.95;Fixed;Borrower;30/360 Linear;1M;;0;.4;.4;;25-02-2025;25-03-2025;615.38;3646.92363225;;;25-03-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15621;15621.001;DR0346025;BSTE;;;05800044;31;;21682.71976;101;IGS;1030266796SAN00000000000000000001748039521;;;IRD_IRS
38294900;20656674;20656177;BANCO SANTANDER SA;Live;Swap;12-02-2019;09-02-2019;09-01-2032;09-01-2032;820045.65;EUR;462985.32;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.233;0;06-02-2025;09-02-2025;10-03-2025;1350.8;0;;06-02-2025;09-03-2025;N;N;N;820045.65;EUR;462985.32;Fixed;Borrower;30/360 Linear;1M;;0;.82;.82;;09-02-2025;10-03-2025;319.95;0;;;09-03-2025;N;N;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15677;15677.001;DR0345711;BSTE;;;05800044;31;;35707.62986;101;IGS;1030266796SAN00000000000000000001752855521;;;IRD_IRS
38572841;20657384;17657163;BANCO SANTANDER SA;Live;Swap;15-01-2019;15-10-2018;15-10-2025;15-10-2025;30000000;EUR;30000000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;1.7955;1.5285;4.8595;11-10-2024;15-10-2024;15-04-2025;862768.75;737024.17;;11-04-2025;15-04-2025;N;Y;N;30000000;EUR;30000000;Fixed;Borrower;Actual/Actual Linear;1Y;;0;2.875;2.875;;15-10-2024;15-10-2025;862500;737024.17;;;15-10-2024;N;N;N;;;;;EUR;;ST_ALM_INV_AS;;3686;P14241;P14241.003;DR0345816;BSTE;;;05800044;31;;580818.59124;101;IGS;1030266796SAN00000000000000000001745116621;;;IRD_IRS
37461981;20657470;17657197;BANCO SANTANDER SA;Live;Swap;12-01-2016;15-02-2018;15-02-2030;15-02-2030;50000000;EUR;50000000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;2.318;2.052;0;13-02-2025;17-02-2025;15-08-2025;1487741.67;0;;13-08-2025;15-08-2025;N;Y;N;50000000;EUR;50000000;Fixed;Borrower;Actual/Actual Linear;1Y;;0;3.875;3.875;;15-02-2025;16-02-2026;1937500;0;;;15-02-2025;N;N;N;;;;;EUR;;ST_ALM_INV_AS;;3686;P14242;P14242.003;DR0338419;BSTE;;;05800044;31;;4754813.16786;101;IGS;1030266796SAN00000000000000000001745116921;;;IRD_IRS
38261079;20717967;20713797;BANCO SANTANDER SA;Live;Swap;20-02-2019;20-02-2019;20-02-2026;20-02-2026;175000000;EUR;35000000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;-.232;0;18-02-2025;20-02-2025;20-08-2025;1204637.78;0;;18-08-2025;20-08-2025;N;Y;N;175000000;EUR;35000000;Fixed;Borrower;Actual/360 Linear;6M;;0;.42;.42;;20-02-2025;20-08-2025;150266.67;0;;;20-08-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_CRPCB;;3686;15701;15701.001;DR0346513;BSTE;;;05800044;31;;1847016.54677;101;IGS;1030266796SAN00000000000000000001755060321;;;IRD_IRS
38325178;20908445;20888113;BANCO SANTANDER SA;Live;Swap;14-03-2019;15-03-2019;15-11-2026;15-11-2026;516668.18;EUR;117935.73;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-6M;0;-.232;3.265;12-09-2024;15-02-2025;17-03-2025;336.16352933;320.88346537;;13-03-2025;15-03-2025;N;N;N;516668.18;EUR;117935.73;Fixed;Borrower;30/360 Linear;1M;;0;.31;.31;;15-02-2025;17-03-2025;31.92;320.88346537;;;15-03-2025;N;N;N;;;;;EUR;;ST_ALM_TF_COB;;3686;15793;15793.001;DR0345898;BSTE;;;05800044;31;;2861.84943;101;IGS;1030266796SAN00000000000000000001762054021;;;IRD_IRS
